Device_Manufacturer,Device_ManufacturerBrandName,Device_Model,Device_ModelBrandName,Device_OS,Device_OSBrandName,Device_Language,Device_Locale,Device_ScreenWidth,Device_ScreenHeight,Device_Storage,Device_UsedStorage,Device_FreeStorage,Device_Memory,Device_UsedMemory,Device_FreeMemory,Device_CPU,Device_BatteryLevel,Device_BatteryState,Device_SystemUptime,Device_Speed,Device_Bearing,Device_SIMMCC,Device_SIMMNC,Device_SIMServiceProvider,Device_SIMServiceProviderBrandName,Connection_Start,Connection_End,Connection_Timezone,Connection_Type,Connection_Technology,Connection_GenerationCategory,Connection_MCC,Connection_MNC,Connection_LAC,Connection_CID,Connection_ServiceProvider,Connection_ServiceProviderBrandName,Connection_MobileChannel,Connection_BSIC,Connection_PCI,Connection_BSSID,Connection_SSID,Connection_WifiFrequency,Location_Latitude,Location_Longitude,Location_Altitude,Location_HorizontalAccuracy,Location_VerticalAccuracy,Location_Country,Location_Region,Location_City,Location_Geohash,QOS_Date,QOS_UploadThroughput,QOS_UploadThroughputTestSize,QOS_DownloadThroughput,QOS_DownloadThroughputTestSize,QOS_LatencyAverage,QOS_JitterAverage,QOS_PacketLossLostPercentage,QOS_LinkSpeed,QOS_SignalStrength,QOS_DeltaTransmittedBytes,QOS_DeltaReceivedBytes,QOS_RSRP,QOS_RSRQ,QOS_RSSNR,QOS_CQI,QOS_TA
samsung,Samsung,SM-G920F,Galaxy S6,ANDROID70,Android 7.0,it,IT,2560,1440,27250647040,20036390912,7214256128,2812633088,2286194688,526438400,0.24,0.5099999904632568,Unplugged,327623564,null,null,222,88,,Wind,2017-08-02 09:25:33 UTC,2017-08-02 09:27:55 UTC,7200,MOBILE,HSPAP,3G,222,88,24062,19671107,I WIND,Wind,0,null,null,null,null,null,45.9946564,13.268381,null,1700.0,null,Italy,Friuli-Venezia Giulia,null,u21mtvjdr9,2017-08-02 09:27:55 UTC,null,null,null,null,null,null,null,null,null,91316,116877,null,null,null,null,null
samsung,Samsung,SM-G903F,Galaxy S5 Neo,ANDROID60,Android 6.0,es,ES,1920,1080,44249808896,12217954304,32031854592,1944629248,1507229696,437399552,0.41,0.9599999785423279,Unplugged,229259712,null,null,214,3,Orange,Orange,2017-08-13 21:26:05 UTC,2017-08-13 21:26:32 UTC,7200,MOBILE,HSUPA,3G,214,3,9150,104741653,Orange,Orange,null,null,null,null,null,null,40.4915666,-2.7293069,null,3700.0,null,Spain,Castile-La Mancha,null,eznn3gk86x,2017-08-13 21:26:32 UTC,null,null,null,null,null,null,null,null,null,79,0,null,null,null,null,null
Xiaomi,Xiaomi,Redmi Pro,null,ANDROID60,Android 6.0,pl,PL,1920,1080,57587073024,48080719872,9506353152,2850648064,2010959872,839688192,0.44,0.8999999761581421,Charging,123432170,null,null,260,6,Orange,Play,2017-09-04 15:54:56 UTC,2017-09-04 16:14:25 UTC,7200,MOBILE,UNKNOWN,UNKNOWN,260,3,58140,42263723,Orange,Orange,null,null,null,null,null,null,52.2040603,21.0334971,null,21.0,null,Poland,Masovian,null,u3qbyxknsn,2017-09-04 16:14:25 UTC,null,null,null,null,null,null,null,null,null,3781,13599,null,null,null,null,null
motorola,Motorola,Moto G (5),null,ANDROID70,Android 7.0,en,null,1920,1080,3455451136,2472099840,983351296,1958711296,1248382976,710328320,0.69,0.7400000095367432,Unplugged,1797676672,null,null,null,null,null,null,2017-06-21 09:45:13 UTC,2017-06-21 09:45:16 UTC,3600,MOBILE,LTE,4G,234,30,11742,7174656,Virgin,EE,null,null,null,null,null,null,52.674643,-1.1323338,null,20.555999755859375,null,United Kingdom,England,null,gcr5wjpkn9,2017-06-21 09:45:16 UTC,null,null,null,null,null,null,null,null,-100,5932,6888,-100,-7,128,null,null
Meizu,Meizu,M3s,Meizu m3s,ANDROID51,Android 5.1,ru,,1280,720,26754473984,13832380416,12922093568,2779697152,1641566208,1138130944,0.86,0.9900000095367432,NotCharging,263851934,null,null,255,6,life:),lifecell,2017-08-03 06:48:35 UTC,2017-08-03 06:49:58 UTC,10800,MOBILE,HSPA,3G,255,6,13424,75208614,life:),lifecell,null,null,null,null,null,null,50.0780402,29.9083287,null,98.0,null,Ukraine,Kiev,null,u8vkbs6tdx,2017-08-03 06:48:37 UTC,null,null,null,null,89.0,26.99258,0.0,null,-59,969,1490,null,null,null,null,null
Sony,Sony,D6603,Xperia Z3,ANDROID60,Android 6.0,it,,1920,1080,28129001472,21276147712,6852853760,2922377216,1872314368,1050062848,0.46,0.07999999821186066,Charging,73783063,null,null,222,8,FASTWEB,Fastweb,2017-08-19 18:13:19 UTC,2017-08-19 18:13:40 UTC,7200,MOBILE,HSPAP,3G,222,1,61422,93226095,FASTWEB,TIM,null,null,null,null,null,null,44.2155299,12.0370646,null,92.0,null,Italy,Emilia-Romagna,Forlì,srbe9cjn5u,2017-08-19 18:13:19 UTC,null,null,null,null,null,null,null,null,-87,0,0,null,null,null,null,null
OnePlus,OnePlus,ONEPLUS A3003,2,ANDROID71,Android 7.1,en,GB,1920,1080,56550244352,31898357760,24651886592,6019264512,4220194816,1799069696,0.18,0.20000000298023224,Unplugged,706071479,null,null,234,10,O2 - UK,O2,2017-09-13 21:16:09 UTC,2017-09-13 21:18:16 UTC,3600,MOBILE,LTE,4G,234,10,17104,27136888,O2 - UK,O2,6400,null,175,null,null,null,51.1131454,-0.1866311,null,164.0,null,United Kingdom,England,Crawley,gcpfgbb5eh,2017-09-13 21:16:09 UTC,null,null,null,null,null,null,null,null,-98,0,0,-98,-10,190,null,2
Sony,Sony,F3211,Xperia XA Ultra,ANDROID60,Android 6.0,tr,null,1920,1080,3518230528,3371122688,147107840,2974638080,1733476352,1241161728,0.81,0.7900000214576721,NotCharging,5269514392,null,null,null,null,null,null,2017-04-17 16:20:52 UTC,2017-04-17 16:21:22 UTC,10800,MOBILE,HSPAP,3G,286,3,40112,8966051,Pttcell,Turk Telekom,null,null,null,null,null,null,36.9613198,35.3149393,null,22.5,null,Turkey,Adana,null,sy9478ee39,2017-04-17 16:20:52 UTC,null,1048576,null,2097152,105.0,2.893825,5.0,19,-84,192512,253567,null,null,null,null,null
samsung,Samsung,GT-I9200,Galaxy Mega 6.3,ANDROID44,Android 4.4,tr,TR,1280,720,7312982016,5242478592,2070503424,1391255552,1096286208,294969344,0.57,0.8199999928474426,Unplugged,41707045,null,null,286,3,TEKNOSACELL,Turk Telekom,2017-09-02 13:40:39 UTC,2017-09-02 13:44:46 UTC,10800,MOBILE,HSPA,3G,286,3,42100,21097102,TEKNOSA,Turk Telekom,null,null,null,null,null,null,37.9257851,40.1674875,null,50.0,null,Turkey,Diyarbakir,Bağlar,sysxf01jdq,2017-09-02 13:40:39 UTC,null,null,null,null,null,null,null,null,-69,4717,0,null,null,null,null,null
Sony,Sony,D6503,Xperia Z2,ANDROID60,Android 6.0,en,,1920,1080,75271077888,38832672768,36438405120,2923470848,2077458432,846012416,0.63,0.6899999976158142,Charging,288829954,null,null,242,2,Telia N,Telia,2017-08-20 00:38:27 UTC,2017-08-20 00:38:40 UTC,7200,MOBILE,HSPAP,3G,242,2,4305,19698590,Telia N,Telia,null,null,null,null,null,null,63.4344229,10.3992062,null,22.0,null,Norway,Sør-Trøndelag,null,u5r2ueukr1,2017-08-20 00:38:40 UTC,null,null,null,null,null,null,null,null,null,1574,4872,null,null,null,null,null
LENOVO,Lenovo,Lenovo K33a48,null,ANDROID70,Android 7.0,en,GB,1920,1080,10365407232,7807111168,2558296064,1973444608,1318309888,655134720,0.0,0.7400000095367432,Unplugged,1212056004,15.234368324279785,293.723876953125,284,3,VIVACOM,Vivacom,2017-07-31 12:20:08 UTC,2017-07-31 12:20:21 UTC,10800,MOBILE,HSPAP,3G,284,3,1700,41410811,Vivacom,Vivacom,10812,34,null,null,null,null,42.65744753042153,23.308610722828135,678.0,12.0,null,Bulgaria,Sofiya-Grad,null,sx8ddmsc9u,2017-07-31 12:20:08 UTC,null,null,null,null,null,null,null,null,-73,2330,9260,null,null,null,null,null
Sony,Sony,E6653,Xperia Z5,ANDROID51,Android 5.1,es,ES,1920,1080,24240054272,14163582976,10076471296,2933592064,1731362816,1202229248,0.64,0.07999999821186066,Charging,5606239,null,null,214,7,,Movistar,2017-06-11 22:35:39 UTC,2017-06-11 22:38:25 UTC,7200,MOBILE,LTE,4G,214,7,37610,94735115,Movistar,Movistar,null,null,99,null,null,null,40.9711017,-5.6622182,null,20.0,null,Spain,Castile And León,Salamanca,ez7cp4scuy,2017-06-11 22:38:25 UTC,null,null,null,null,null,null,null,null,null,14444,13166,null,null,null,null,null
samsung,Samsung,GT-I9060,Galaxy Grand Neo,ANDROID42,Android 4.2,es,ES,800,480,5676556288,3440287744,2236268544,1016004608,885403648,130600960,0.02,0.800000011920929,Unplugged,160464398,null,null,214,7,,Movistar,2017-08-30 16:00:51 UTC,2017-08-30 16:00:52 UTC,7200,MOBILE,HSPAP,3G,214,7,2061,27538683,Movistar,Movistar,null,null,null,null,null,null,43.3061562,-1.9824948,null,1000.0,null,Spain,Basque Country,San Sebastian,ezww6gskss,2017-08-30 16:00:52 UTC,null,null,null,null,null,null,null,null,null,293,0,null,null,null,null,null
samsung,Samsung,SM-G950F,null,ANDROID70,Android 7.0,fr,CH,2008,1080,89052741632,29954678784,59098062848,3630510080,2700230656,930279424,0.27,0.9300000071525574,Unplugged,224030627,null,null,228,1,Swisscom,Swisscom,2017-08-17 05:37:16 UTC,2017-08-17 05:37:17 UTC,7200,MOBILE,LTE,4G,228,1,3030,16891137,Swisscom,Swisscom,0,null,22,null,null,null,46.1152182,7.0677682,null,2099.0,null,Switzerland,Valais,null,u0jn2g48dg,2017-08-17 05:37:17 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,GT-I9301I,Galaxy S3 Neo,ANDROID44,Android 4.4,tr,TR,1280,720,12549959680,12491542528,58417152,1444188160,1006301184,437886976,0.57,0.36000001430511475,Unplugged,14512785,1.25,178.39999389648438,286,1,,Turkcell,2017-09-28 15:16:55 UTC,2017-09-28 15:22:29 UTC,10800,MOBILE,HSPAP,3G,286,1,60543,230215013,TURKCELL,Turkcell,null,null,null,null,null,null,39.54681125,29.48742167,888.0,5.0,null,Turkey,Kutahya,Tavşanlı,sxhbzp20fe,2017-09-28 15:16:55 UTC,null,null,null,null,null,null,null,null,-99,193,413,null,null,null,null,null
General Mobile,General Mobile,General Mobile 4G,4G,ANDROID71,Android 7.1,tr,TR,1280,720,13897605120,10435616768,3461988352,1998131200,1313423360,684707840,0.34,0.3100000023841858,Unplugged,65341538,null,null,286,1,TR TURKCELL,Turkcell,2017-08-05 09:43:03 UTC,2017-08-05 09:43:05 UTC,10800,MOBILE,HSPA,3G,286,1,60741,72568737,TURKCELL,Turkcell,2,null,null,null,null,null,40.7688424,29.8383047,null,1700.0,null,Turkey,Kocaeli,Derince,sxjpyvxxdz,2017-08-05 09:43:03 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
HTC,HTC,HTC One_M8,One M8,ANDROID60,Android 6.0,sk,SK,1920,1080,27624013824,19438919680,8185094144,1911971840,1226948608,685023232,0.58,0.4699999988079071,NotCharging,1434915344,null,null,231,1,Orange,Orange,2017-08-08 10:58:27 UTC,2017-08-08 10:59:47 UTC,7200,MOBILE,UMTS,3G,231,1,3069,4543542,Orange SK,null,null,null,null,null,null,null,48.9976449,18.2362468,null,50.0,null,Slovakia,Trenciansky,null,u2sywzxpzr,2017-08-08 10:58:27 UTC,null,null,null,null,null,null,null,null,-97,75,0,null,null,null,null,null
samsung,Samsung,SM-J710F,Galaxy J7,ANDROID60,Android 6.0,en,US,1280,720,11837583360,6918955008,4918628352,1910386688,1206120448,704266240,0.2,0.3700000047683716,Unplugged,94181667,0.3999999761581421,237.0,226,5,Digi.Mobil,Digi.Mobil,2017-07-24 07:11:15 UTC,2017-07-24 07:13:49 UTC,10800,MOBILE,LTE,4G,226,5,7002,59613719,Digi.Mobil,Digi.Mobil,null,null,399,null,null,null,44.4771365,26.031986,128.0,19.0,null,Romania,Bucharest,null,sxft02gfj5,2017-07-24 07:11:15 UTC,null,null,null,null,null,null,null,null,-112,732,1691,-112,-8,40,2,15
LENOVO,Lenovo,Lenovo P1a42,Vibe P1,ANDROID60,Android 6.0,cs,CZ,1920,1080,58276978688,30973534208,27303444480,3010416640,1700343808,1310072832,0.01,0.33000001311302185,Unplugged,5015477,24.270000457763672,60.0,230,1,T-Mobile CZ,T-Mobile,2017-08-20 18:32:15 UTC,2017-08-20 18:32:33 UTC,7200,MOBILEROAMING,LTE,4G,262,1,25505,31709701,T-Mobile D,Telekom,null,null,248,null,null,null,48.8110175,9.055396,398.0,11.0,null,Germany,Baden-Württemberg,Gerlingen,u0wmwjcby1,2017-08-20 18:32:33 UTC,null,null,null,null,null,null,null,null,null,10625,29163,null,null,null,null,null
samsung,Samsung,SM-G920F,Galaxy S6,ANDROID70,Android 7.0,hu,HU,2560,1440,27104903168,24023056384,3081846784,2812588032,2010681344,801906688,0.17,0.8600000143051147,Unplugged,224540655,null,null,216,30,Telekom HU,T-Mobile,2017-09-05 06:29:49 UTC,2017-09-05 06:29:50 UTC,7200,MOBILE,LTE,4G,216,1,23212,406278,Telekom HU,Telenor Hungary,0,null,77,null,null,null,47.2888377,18.6538084,null,20.0,null,Hungary,Fejér,null,u2mm02xm3n,2017-09-05 06:29:50 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
TCL,TCL,5056D,5056D,ANDROID60,Android 6.0,de,DE,1280,720,11917176832,4069580800,7847596032,1477222400,1167589376,309633024,0.04,0.9900000095367432,Unplugged,1527995305,null,null,262,1,Telekom.de,Telekom,2017-08-28 08:19:37 UTC,2017-08-28 08:27:04 UTC,7200,MOBILE,LTE,4G,262,1,13621,27111169,Telekom.de,Telekom,null,null,null,null,null,null,51.3014988,6.8307024,null,110.0,null,Germany,North Rhine-Westphalia,Ratingen,u1hgg7juyu,2017-08-28 08:19:37 UTC,null,null,null,null,14.0,1.651502,0.0,null,-115,17124,17124,-115,-13,-6,null,null
samsung,Samsung,SM-A510F,Galaxy A5,ANDROID60,Android 6.0,de,DE,1920,1080,27390066688,11246927872,16143138816,1911873536,1592053760,319819776,0.61,1.0,Full,2546712187,null,null,262,1,Telekom.de,Telekom,2017-08-03 09:25:29 UTC,2017-08-03 09:25:38 UTC,7200,MOBILE,LTE,4G,262,1,21027,32033025,Telekom.de,Telekom,null,null,176,null,null,null,48.6102684,13.3661112,null,110.0,null,Germany,Bavaria,null,u29s81hzkf,2017-08-03 09:25:33 UTC,null,null,null,null,null,null,null,null,-74,14796,40124,-74,-10,50,10,8
samsung,Samsung,SM-G935F,Galaxy S7 Edge,ANDROID70,Android 7.0,de,DE,1280,720,155580669952,68246306816,87334363136,3705470976,2001068032,1704402944,0.33,0.5899999737739563,Unplugged,122974568,null,null,262,1,Telekom.de,Telekom,2017-08-19 17:57:49 UTC,2017-08-19 17:58:05 UTC,7200,MOBILE,LTE,4G,262,1,6,26194688,Telekom.de,Telekom,0,null,474,null,null,null,53.9122122,11.4822048,null,1637.0,null,Germany,Mecklenburg-Vorpommern,Wismar,u384tq3j6u,2017-08-19 17:58:05 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-G935F,Galaxy S7 Edge,ANDROID70,Android 7.0,de,DE,2560,1440,26643333120,6812188672,19831144448,3705470976,2388865024,1316605952,0.37,0.8299999833106995,Unplugged,26658475,null,null,262,1,,Telekom,2017-09-22 14:16:54 UTC,2017-09-22 14:17:14 UTC,7200,MOBILE,LTE,4G,262,1,5,32586753,Telekom.de,Telekom,0,null,441,null,null,null,53.3636207,13.0416592,null,3000.0,null,Germany,Mecklenburg-Vorpommern,Neustrelitz,u33r8f89se,2017-09-22 14:17:14 UTC,null,null,null,null,null,null,null,null,null,1702,8999,null,null,null,null,null
samsung,Samsung,SM-J700T,Galaxy J7,ANDROID60,Android 6.0,en,US,1280,720,43598438400,14871408640,28727029760,1964584960,1590964224,373620736,0.35,1.0,Charging,360714696,null,null,255,1,,Vodafone,2017-08-25 04:04:33 UTC,2017-08-25 04:04:45 UTC,10800,MOBILE,HSUPA,3G,255,1,1843,124596968,Vodafone U,Vodafone,null,null,null,null,null,null,50.4033502,30.6818763,null,23.0,null,Ukraine,null,null,u8vydptug9,2017-08-25 04:04:45 UTC,null,null,null,null,null,null,null,null,null,1980,1832,null,null,null,null,null
motorola,Motorola,XT1635-02,Moto Z Play Droid Dual,ANDROID70,Android 7.0,ru,RU,1920,1080,25612496896,12812664832,12799832064,3018326016,1753407488,1264918528,0.32,0.9900000095367432,Charging,7090883,2.180000066757202,53.0,255,3,,Kyivstar,2017-08-14 14:44:30 UTC,2017-08-14 14:44:30 UTC,10800,MOBILE,HSPA,3G,255,3,59000,20020396,UA-KYIVSTAR,Kyivstar,10836,null,null,null,null,null,47.8206794,35.1779787,74.0,6.0,null,Ukraine,Zaporizhzhya,null,ub9003rzdk,2017-08-14 14:44:30 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-G935F,Galaxy S7 Edge,ANDROID70,Android 7.0,de,DE,1920,1080,90449420288,76762673152,13686747136,3705470976,2972053504,733417472,0.29,0.3100000023841858,Unplugged,912235390,null,null,262,2,,Vodafone,2017-09-08 10:16:38 UTC,2017-09-08 10:20:39 UTC,7200,MOBILE,LTE,4G,262,2,44081,10928643,Vodafone.de,Vodafone,0,null,93,null,null,null,51.0874294,6.3277922,null,142.0,null,Germany,North Rhine-Westphalia,Erkelenz,u1h6xupvb5,2017-09-08 10:16:38 UTC,null,null,null,null,null,null,null,null,-112,0,0,-112,-7,60,11,10
samsung,Samsung,SM-G955F,null,ANDROID70,Android 7.0,ca,ES,null,1440,186506346496,30563041280,155943305216,3628126208,2798882816,829243392,0.2,0.2199999988079071,Unplugged,251600205,null,null,214,1,,Vodafone,2017-08-10 17:27:11 UTC,2017-08-10 17:27:43 UTC,7200,MOBILE,LTE,4G,214,1,543,111082754,vodafone ES,Vodafone,0,null,169,null,null,null,41.0845934,1.1737088,null,50.0,null,Spain,Catalonia,Vila-Seca,sp2cdxnxj7,2017-08-10 17:27:11 UTC,null,null,null,null,null,null,null,null,-85,0,0,-85,-11,120,2,16
bq,BQ,Aquaris E5,Aquaris E5,ANDROID60,Android 6.0,es,,1280,720,14312640512,10349621248,3963019264,940355584,660520960,279834624,0.34,0.6499999761581421,Unplugged,69486001,null,null,214,1,vodafone ES,Vodafone,2017-08-16 17:19:55 UTC,2017-08-16 17:19:59 UTC,7200,MOBILE,HSPAP,3G,214,1,39601,21498635,vodafone ES,Vodafone,null,null,null,null,null,null,39.448609,-0.3855496,null,19.0,null,Spain,Valenciana,Valencia,ezp8rjrkb1,2017-08-16 17:19:59 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
asus,Asus,ASUS_Z00LD,ZenFone 2 Laser,ANDROID60,Android 6.0,it,IT,1280,720,11594670080,6687895552,4906774528,1976676352,1281404928,695271424,0.36,0.7099999785423279,Unplugged,1796527113,null,null,222,10,,Vodafone,2017-08-13 09:45:13 UTC,2017-08-13 09:45:13 UTC,7200,MOBILE,LTE,4G,222,10,13022,4290316,vodafone IT,Vodafone,null,null,127,null,null,null,44.114956,9.8381502,null,18.0,null,Italy,Liguria,La Spezia,spyfzygujx,2017-08-13 09:45:13 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
LGE,LGE,LG-D802,G2,ANDROID44,Android 4.4,tr,TR,1920,1080,26623651840,13086437376,13537214464,1943035904,1572413440,370622464,0.06,0.5299999713897705,Unplugged,17691662,0.5,19.200000762939453,286,3,,Turk Telekom,2017-07-27 13:31:03 UTC,2017-07-27 13:31:11 UTC,10800,MOBILE,HSPA,3G,286,3,43528,4135947,Turk Telekom,Turk Telekom,null,null,null,null,null,null,38.20202249,27.20552288,157.0,19.0,null,Turkey,Izmir,Menderes,swg3746qyt,2017-07-27 13:31:11 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
LGE,LGE,LG-D802TR,G2,ANDROID44,Android 4.4,tr,TR,1920,1080,11398832128,4813611008,6585221120,1943035904,1578647552,364388352,0.44,0.38999998569488525,Unplugged,59462578,null,null,286,3,,Turk Telekom,2017-05-19 12:05:29 UTC,2017-05-19 12:09:55 UTC,10800,MOBILE,HSPAP,3G,286,3,41901,19827679,Turk Telekom,Turk Telekom,null,null,null,null,null,null,41.31003116,36.31299819,198.0,45.0,null,Turkey,Samsun,İlkadım,sz3g426265,2017-05-19 12:05:29 UTC,null,null,null,null,null,null,null,null,-109,0,0,null,null,null,null,null
samsung,Samsung,SM-N9000Q,Galaxy Note 3,ANDROID50,Android 5.0,tr,TR,1920,1080,35646369792,8290398208,27355971584,2852466688,2454892544,397574144,0.02,0.9399999976158142,Unplugged,949658891,null,null,286,3,,Turk Telekom,2017-09-15 05:30:20 UTC,2017-09-15 05:30:32 UTC,10800,MOBILE,HSDPA,3G,286,3,41604,3808314,Turk Telekom,Turk Telekom,null,null,null,null,null,null,40.1973473,29.0017207,null,21.0,null,Turkey,Bursa,Osmangazi,sxhsevwqt0,2017-09-15 05:30:32 UTC,null,null,null,null,null,null,null,null,null,5035,1519,null,null,null,null,null
Apple,Apple,iPhone 6S,iPhone 6S,IOS102,iOS 10.2,tr,null,568,320,27747491840,17599680512,10147811328,2102919168,1854111744,248807424,0.006,0.7900000214576721,Unplugged,67459326,null,320.182068,null,null,null,null,2017-06-13 16:45:28 UTC,2017-06-13 17:28:06 UTC,10800,MOBILE,UNKNOWN,UNKNOWN,286,3,null,null,Turk Telekom,Turk Telekom,null,null,null,null,null,null,41.00373,29.143315,118.877373,65.0,10.544519,Turkey,Istanbul,Umraniye,sxk9r0t803,2017-06-13 17:23:18 UTC,null,1048576,null,2097152,71.0,17.722899,0.0,null,null,208935,8693896,null,null,null,null,null
Apple,Apple,iPhone 6S Plus,iPhone 6S Plus,IOS103,iOS 10.3,tr,null,568,320,63989493760,60411768832,3577724928,2081947648,2000191488,81756160,0.053000000000000005,0.6399999856948853,Unknown,406459123,null,null,null,null,null,null,2017-06-08 14:39:31 UTC,2017-06-08 18:48:05 UTC,10800,MOBILE,UNKNOWN,UNKNOWN,286,3,null,null,Turk Telekom,Turk Telekom,null,null,null,null,null,null,41.067307,28.985454,116.543465,175.352114,19.369586,Turkey,Istanbul,Sisli,sxk9es4d6h,2017-06-08 16:03:52 UTC,null,1048576,null,2097152,64.0,8.145391,0.0,null,null,935974,8204512,null,null,null,null,null
samsung,Samsung,SM-G930F,Galaxy S7,ANDROID70,Android 7.0,tr,null,1920,1080,4403081216,4154896384,248184832,3705475072,2494357504,1211117568,0.17,0.9599999785423279,Unplugged,1369374620,10.511521339416504,256.9832458496094,null,null,null,null,2017-04-03 05:52:58 UTC,2017-04-03 05:53:47 UTC,7200,MOBILE,LTE,4G,262,7,30523,12972035,MEDION Mobile,O2,null,null,null,null,null,null,51.53674489668081,6.922323776113612,99.87189297908733,16.0,null,Germany,North Rhine-Westphalia,Bottrop,u1hvjtbxmc,2017-04-03 05:53:47 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
OnePlus,OnePlus,A0001,One,ANDROID60,Android 6.0,pl,PL,1920,1080,58973437952,37565181952,21408256000,3020779520,1410605056,1610174464,0.01,0.7799999713897705,Charging,132422367,null,null,260,6,Mobile Vikings,Play,2017-08-23 22:56:37 UTC,2017-08-23 22:56:37 UTC,7200,MOBILE,UMTS,3G,260,2,null,null,Mobile Vikings,T-Mobile,null,null,null,null,null,null,54.8277394,18.3144398,null,30.0,null,Poland,Pomeranian,null,u3tpbv04tr,2017-08-23 22:56:37 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
LENOVO,Lenovo,Lenovo A2020a40,A2020a40,ANDROID51,Android 5.1,sr,RS,854,480,16717373440,5651562496,11065810944,945143808,711106560,234037248,0.05,0.1899999976158142,Unplugged,25972894,null,null,220,3,Telekom Srbija,mt:s,2017-09-09 22:31:21 UTC,2017-09-09 22:33:31 UTC,7200,MOBILE,HSPAP,3G,220,3,40102,868281,Telekom Srbija,mt:s,null,null,null,null,null,null,43.9186112,20.4066718,null,2599.0,null,Serbia,Central Serbia,null,sry9b75smy,2017-09-09 22:33:31 UTC,null,null,null,null,null,null,null,null,null,20039,39228,null,null,null,null,null
LGE,LGE,LG-H815,G4,ANDROID60,Android 6.0,pl,PL,2560,1440,24372203520,18252050432,6120153088,2974461952,2501144576,473317376,0.46,0.4099999964237213,Unplugged,77524874,null,null,260,6,,Play,2017-08-25 09:47:30 UTC,2017-08-25 09:47:50 UTC,7200,MOBILEROAMING,HSPAP,3G,260,2,53801,59816444,PLAY (T-Mobile),T-Mobile,null,null,null,null,null,null,50.13516426086426,18.12972664833069,300.0,853.0,null,Poland,Silesian,null,u2uvhwcdt2,2017-08-25 09:47:50 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
LGE,LGE,LG-H440n,LG-H440n,ANDROID60,Android 6.0,pl,,1280,720,34805678080,8906940416,25898737664,935530496,703631360,231899136,0.33,0.1899999976158142,Unplugged,128864238,null,null,260,6,,Play,2017-08-19 17:56:22 UTC,2017-08-19 17:57:00 UTC,7200,MOBILEROAMING,EDGE,3G,260,2,52401,16604,PLAY (T-Mobile),T-Mobile,null,null,null,null,null,null,50.5387743,21.4996512,null,1200.0,null,Poland,Swietokrzyskie,null,u2zr90r9dn,2017-08-19 17:57:00 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-G900F,Galaxy S5,ANDROID60,Android 6.0,he,IL,1920,1080,14643015680,11572948992,3070066688,1788510208,1244696576,543813632,0.7,1.0,Full,69734257,null,null,425,1,012 Mobile,Partner,2017-07-23 00:59:04 UTC,2017-07-23 00:59:09 UTC,7200,MOBILEROAMING,LTE,4G,230,3,34100,763141,Vodafone CZ | 012 Mobile,Vodafone,null,null,265,null,null,null,50.0898108,14.4305896,null,20.0,null,Czech Republic,Prague,null,u2fkbqs431,2017-07-23 00:59:04 UTC,null,null,null,null,null,null,null,null,-74,0,0,-74,-7,222,null,null
Acer,Acer,T03,Liquid Z630,ANDROID51,Android 5.1,ar,null,1280,720,18523406336,6348460032,12174946304,2040848384,1070493696,970354688,0.86,0.6100000143051147,NotCharging,230185789,null,null,null,null,null,null,2017-05-12 02:38:48 UTC,2017-05-12 02:40:12 UTC,7200,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,49.1968722,8.1314352,null,19.316999435424805,null,Germany,Rhineland-Palatinate,Landau,u0tzch10s1,2017-05-12 02:40:12 UTC,null,null,null,null,null,null,null,65,-48,976,1122,-84,-8,null,null,null
