main_ConnectionType,main_ConnectionTechnology,main_ServiceProvider,main_ConnectionStart,main_ConnectionEnd,main_CID,main_LAC,main_BSSID,main_MCC,main_MNC,main_Timezone,main_PCI,main_MobileChannel,main_WifiFrequency,main_BSIC,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_ScreenResolution_Width,main_Device_ScreenResolution_Height,main_Device_Memory,main_Device_Storage,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_UploadThroughput,main_QOS_DownloadThroughput,main_QOS_Latency_Average,main_QOS_LinkSpeed,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_Location_Altitude,main_QOS_Location_HorizontalAccuracy,main_QOS_Location_VerticalAccuracy,main_QOS_Jitter_Average,main_QOS_PacketLoss_LostPercentage,main_QOS_Velocity_Speed,main_QOS_Velocity_Bearing,main_QOS_DeviceFreeMemory,main_QOS_DeviceCPU,main_QOS_DeviceBatteryLevel,main_QOS_DeviceBatteryState,main_QOS_DeviceFreeStorage,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_QOS_RSRP,main_QOS_RSRQ,main_QOS_RSSNR,main_QOS_CQI,main_QOS_TA,main_QOS_SystemUptime,main_QOS_DeviceUsedStorage,main_QOS_DeviceUsedMemory,main_Country,main_Region,main_City,main_Geohash,conn_Generation_Category,sp_ServiceProviderBrandName
MOBILE,LTE,Sprint,2017-07-02 12:21:58 UTC,2017-07-02 12:34:07 UTC,15715,301,null,null,22437,-14400,107,null,null,null,LGE,LG-LS997,ANDROID70,2560,1440,3965923328,86557962240,en,2017-07-02 12:32:25 UTC,null,null,null,null,-85,34.0944581,-83.8845738,278.0,24.27199935913086,null,null,null,0.6100000143051147,319.0,980164608,0.28,0.8199999928474426,Charging,56501645312,124743,502867,-117,-15,-18,null,11,176473250,30056316928,2985758720,United States,Georgia,null,dnh3gntneg,4G,null
UNKNOWN,UNKNOWN,null,2017-06-15 18:00:16 UTC,2017-06-15 18:02:16 UTC,47402,302,null,null,4159,-18000,null,null,null,null,LGE,LG-LS995,ANDROID44,1280,720,1946132480,25896771584,en,2017-06-15 18:02:16 UTC,null,null,null,null,null,30.23568305,-92.06478674,-20.0,9.0,null,null,null,18.75,90.30000305175781,332255232,0.91,0.3799999952316284,Unplugged,3966750720,45636,58,null,null,null,null,null,9098196,21930020864,1613877248,United States,Louisiana,Lafayette,9vqs100rwg,UNKNOWN,null
MOBILE,LTE,Verizon Wireless,2017-06-13 12:31:38 UTC,2017-06-13 12:32:07 UTC,869,1,null,null,28,-14400,314,null,null,null,blackberry,STV100-2,ANDROID60,2560,1440,2956382208,25623347200,en,2017-06-13 12:32:07 UTC,null,null,null,null,null,42.3816665,-70.9955101,null,1174.0,null,null,null,null,null,807317504,0.28,0.9900000095367432,Unplugged,11005894656,2166,7729,null,null,null,null,null,90762036,14617452544,2149064704,United States,Massachusetts,Boston,drt907qehe,4G,null
MOBILE,LTE,Sprint,2017-06-27 15:43:29 UTC,2017-06-27 15:44:16 UTC,27593,309,null,null,4190,-18000,319,null,null,null,LGE,LG-LS993,ANDROID70,2672,1440,3966017536,22580588544,en,2017-06-27 15:43:46 UTC,null,null,76.0,null,-84,38.73574425,-90.45022604,116.0,37.92499923706055,null,0.018843,5.0,null,null,831672320,0.66,0.8199999928474426,Unplugged,14240374784,710,853,-112,-11,76,null,null,147913897,8340213760,3134345216,United States,Missouri,Maryland Heights,9yzsmg8hhf,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-24 11:23:44 UTC,2017-07-24 11:23:49 UTC,847,5,null,null,28,-14400,31,null,null,null,motorola,XT1096,ANDROID51,1920,1080,1957007360,11091689472,en,2017-07-24 11:23:44 UTC,null,null,null,null,-75,44.0157452,-69.921011,23.0,3.0,null,null,null,32.24130630493164,193.0,350257152,0.68,1.0,Full,2039820288,0,0,-104,-12,4,null,null,43297252,9051869184,1606750208,United States,Maine,null,dry62uv463,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-18 22:10:46 UTC,2017-07-18 22:11:06 UTC,4653,2,null,null,30,-25200,223,null,null,null,LGE,VS985 4G,ANDROID60,2560,1440,3029155840,42445262848,en,2017-07-18 22:11:06 UTC,null,null,null,null,null,44.8991293,-123.0392933,null,50.0,null,null,null,null,null,974405632,0.49,0.7900000214576721,Unplugged,37162164224,2393,963,null,null,null,null,null,420179483,5283098624,2054750208,United States,Oregon,Salem,9rbx2jts2s,4G,null
MOBILE,LTE,,2017-07-18 17:22:26 UTC,2017-07-18 17:23:54 UTC,9111,5,null,null,28,-14400,203,null,null,null,LGE,LGL62VL,ANDROID51,1280,720,936357888,4528046080,en,2017-07-18 17:22:27 UTC,null,null,70.0,null,-85,43.7705587,-71.7328029,null,72.0,null,0.274328,0.0,null,null,249987072,0.42,0.7400000095367432,Charging,478457856,3553,11898,-113,-11,0,null,null,113648369,4049588224,686370816,United States,New Hampshire,null,drucp8jvbx,4G,null
MOBILE,LTE,U.S. Cellular,2017-07-24 22:36:35 UTC,2017-07-24 22:37:04 UTC,29073,21,null,null,5,-18000,315,null,null,null,motorola,Moto G Play,ANDROID60,1280,720,2007384064,11773280256,en,2017-07-24 22:36:35 UTC,null,null,84.0,null,-92,43.62722634,-89.75601085,216.0,25.0,null,3.49678,0.0,null,98.19999694824219,908865536,0.12,0.699999988079071,Unplugged,5449408512,580,580,-120,-11,34,null,null,1125412214,6323871744,1098518528,United States,Wisconsin,null,dpb0jw1ej2,4G,null
UNKNOWN,UNKNOWN,null,2017-06-11 15:53:59 UTC,2017-06-11 15:55:59 UTC,23521,21,null,311,220,-18000,null,null,null,null,samsung,SCH-R970,ANDROID44,1920,1080,1905651712,10454859776,en,2017-06-11 15:55:59 UTC,null,null,null,null,null,43.1781938,-88.9946161,null,28.020999908447266,null,null,null,null,null,253607936,0.06,0.9200000166893005,Unplugged,1571233792,0,0,null,null,null,null,null,37139069,8883625984,1652043776,United States,Wisconsin,null,dp8twuk55n,UNKNOWN,U.S. Cellular
MOBILE,ONEXRTT,Verizon Wireless,2017-07-08 23:35:13 UTC,2017-07-08 23:35:14 UTC,906,1,null,null,28,-14400,null,null,null,null,LGE,VS985 4G,ANDROID60,2560,1440,3029155840,26522112000,en,2017-07-08 23:35:14 UTC,null,null,null,null,null,42.3322113,-71.1343959,null,19.0,null,null,null,null,null,681005056,0.75,0.8100000023841858,Unplugged,16652664832,138,138,null,null,null,null,null,116651163,9869447168,2348150784,United States,Massachusetts,Brookline,drt2v63e02,3G,null
MOBILE,EHRPD,Sprint,2017-06-04 00:17:20 UTC,2017-06-04 00:17:45 UTC,28963,208,null,null,4126,-14400,null,null,null,null,LGE,LG-LS980,ANDROID44,1920,1080,1945063424,25896787968,en,2017-06-04 00:17:20 UTC,null,null,null,null,null,42.07365245,-84.02588725,196.0,42.0,null,null,null,27.25,272.3999938964844,506036224,0.53,0.25999999046325684,Unplugged,12108251136,5508,6079,null,null,null,null,null,28253376,13788536832,1439027200,United States,Michigan,null,dpkprgq0yc,3G,null
MOBILEROAMING,LTE,Roaming,2017-06-24 01:14:19 UTC,2017-06-24 01:14:55 UTC,35683,122,null,null,4384,-18000,220,null,null,null,samsung,SM-G930R4,ANDROID70,1920,1080,3583107072,25999577088,en,2017-06-24 01:14:55 UTC,null,null,null,null,null,41.9444877,-87.6514463,null,20.0,null,null,null,null,null,673640448,0.24,0.8100000023841858,Charging,14420287488,0,0,null,null,null,null,null,511658281,11579289600,2909466624,United States,Illinois,Chicago,dp3wt7y0m7,4G,null
MOBILE,LTE,,2017-07-20 17:09:25 UTC,2017-07-20 17:09:46 UTC,30785,6,null,null,329,-18000,263,null,null,null,LGE,LGL62VL,ANDROID51,1280,720,936357888,36430446592,en,2017-07-20 17:09:46 UTC,null,null,null,null,null,32.5082024,-85.87956,null,20.0,null,null,null,null,null,245510144,0.18,0.9800000190734863,Unplugged,30221422592,187,40,null,null,null,null,null,55603666,6209024000,690847744,United States,Alabama,null,djfbvvbqj0,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-12 14:54:25 UTC,2017-07-12 14:56:15 UTC,4922,2,null,null,1740,-21600,382,null,null,null,motorola,Moto G (4),ANDROID70,1920,1080,1957261312,43172528128,en,2017-07-12 14:56:15 UTC,null,null,null,null,null,37.105566,-113.5573537,null,50.0,null,null,null,null,null,663748608,0.35,0.9300000071525574,Unplugged,37566734336,3890,18070,null,null,null,null,null,170259638,5605793792,1293512704,United States,Utah,Saint George,9qx5pfy59f,4G,null
UNKNOWN,UNKNOWN,null,2017-05-20 05:42:36 UTC,2017-05-20 05:43:11 UTC,51650,201,null,null,4107,-14400,null,null,null,null,zte,N9515,ANDROID44,1280,720,1967202304,4754399232,en,2017-05-20 05:43:11 UTC,null,null,null,null,null,43.1054395,-79.0445468,null,1567.0,null,null,null,null,null,793812992,0.41,0.5199999809265137,Unplugged,439820288,0,0,null,null,null,null,null,309812891,4314578944,1173389312,United States,New York,Niagara Falls,dpxv1r1e2s,UNKNOWN,null
MOBILE,LTE,Home,2017-07-13 18:37:16 UTC,2017-07-13 18:37:26 UTC,8597,null,null,null,1394,-18000,7,null,null,null,samsung,SM-G900R7,ANDROID60,1920,1080,1788825600,44479901696,en,2017-07-13 18:37:26 UTC,null,null,null,null,null,31.7095687,-89.1467739,null,27.0,null,null,null,null,null,405495808,0.75,0.5799999833106995,Unplugged,21832904704,1948,5001,null,null,null,null,null,88193772,22646996992,1383329792,United States,Mississippi,Laurel,dj8s7kt39s,4G,null
MOBILE,UMTS,CLARO,2017-06-05 23:14:31 UTC,2017-06-05 23:14:59 UTC,1475164,51006,null,330,110,-14400,null,null,null,null,samsung,SM-N910W8,ANDROID44,2560,1440,2918486016,41706364928,es,2017-06-05 23:14:59 UTC,null,null,null,null,null,18.40516946,-66.14747889,38.0,14.0,null,null,null,1.3709120750427246,65.0,233136128,0.67,0.5600000023841858,Unplugged,3070046208,5113,4561,null,null,null,null,null,91046460,38636318720,2685349888,United States,Puerto Rico,Bayamón,de2bwy8cuh,3G,null
UNKNOWN,UNKNOWN,null,2017-06-22 17:57:49 UTC,2017-06-22 18:59:16 UTC,4798,4,null,null,4119,-18000,null,null,null,null,TCL,ALCATEL A564C,ANDROID44,854,480,952938496,2222878720,en,2017-06-22 18:26:51 UTC,null,null,null,null,-74,31.60044139,-97.10449392,159.0,125.0,null,null,null,null,null,346927104,0.28,0.07000000029802322,Unplugged,276459520,0,0,null,null,null,null,null,4581311,1946419200,606011392,United States,Texas,null,9vdgy2dtvm,UNKNOWN,null
MOBILE,UNKNOWN,Verizon Wireless,2017-07-28 17:46:22 UTC,2017-07-28 17:46:33 UTC,4864,2,null,null,17,-18000,null,null,null,null,motorola,XT1565,ANDROID60,1920,1080,2007089152,11813126144,en,2017-07-28 17:46:33 UTC,null,null,null,null,null,38.7686446,-90.5098257,null,31.29800033569336,null,null,null,null,null,706674688,0.09,0.9100000262260437,Unplugged,1419505664,2596,356,null,null,null,null,null,1137934047,10393620480,1300414464,United States,Missouri,null,9yzss3sg8p,UNKNOWN,null
MOBILE,LTE,CLARO P.R.,2017-06-13 21:01:24 UTC,2017-06-13 21:01:33 UTC,3413765,10,null,330,110,-14400,131,null,null,null,motorola,XT1225,ANDROID44,2560,1440,2904227840,56153276416,es,2017-06-13 21:01:33 UTC,null,null,null,null,null,18.39847471,-66.14841831,-23.0,36.0,null,null,null,null,null,608120832,0.55,0.33000001311302185,Unplugged,34259079168,3264,1477,null,null,null,null,null,159276411,21894197248,2296107008,United States,Puerto Rico,Bayamón,de2bwv24yh,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-28 16:42:36 UTC,2017-07-28 16:42:45 UTC,559,1,null,null,1322,-18000,313,null,null,null,samsung,SCH-I545,ANDROID50,1920,1080,1895067648,89762095104,en,2017-07-28 16:42:36 UTC,null,null,null,null,-61,35.5165944,-97.51252,null,50.0,null,null,null,null,null,426438656,0.72,0.949999988079071,Unplugged,29312471040,2108,4643,-91,-13,46,null,null,99984042,60449624064,1468628992,United States,Oklahoma,Oklahoma City,9y6dj19e1t,4G,null
MOBILE,LTE,Sprint,2017-07-29 16:58:48 UTC,2017-07-29 16:59:18 UTC,52122,305,null,null,4151,-14400,246,null,null,null,LGE,LG-LS993,ANDROID70,2672,1440,3966046208,54482989056,en,2017-07-29 16:59:18 UTC,null,null,null,null,null,27.0373169,-80.1126341,-28.0,13.0,null,null,null,27.809999465942383,345.0,946864128,0.46,0.9200000166893005,Unplugged,19086020608,0,0,null,null,null,null,null,14141287,35396968448,3019182080,United States,Florida,null,dhz1bczzb3,4G,null
MOBILE,LTE,U.S. Cellular,2017-07-28 21:31:55 UTC,2017-07-28 21:32:16 UTC,10066,1,null,null,195,-18000,146,null,null,null,samsung,SM-G930R4,ANDROID70,1920,1080,3583090688,25999577088,en,2017-07-28 21:32:16 UTC,null,null,null,null,null,41.6021844,-93.6986191,null,1799.0,null,null,null,null,null,1367212032,0.67,0.6200000047683716,Charging,20970831872,1554,8534,null,null,null,null,null,809937534,5028745216,2215878656,United States,Iowa,Des Moines,9zmkev6wrc,4G,null
MOBILE,LTE,,2017-07-29 03:27:56 UTC,2017-07-29 03:34:05 UTC,1954,6,null,null,112,-25200,145,null,null,null,LGE,LGL62VL,ANDROID51,1280,720,936357888,36434149376,en,2017-07-29 03:34:05 UTC,null,null,null,null,null,39.4888151,-119.7929161,null,19.0,null,null,null,null,null,282574848,0.6,0.12999999523162842,Unplugged,4616593408,848529,338777,null,null,null,null,null,22007607,31817555968,653783040,United States,Nevada,Reno,9r4bdh9rn8,4G,null
MOBILE,LTE,Sprint,2017-07-17 10:06:15 UTC,2017-07-17 10:07:20 UTC,42433,308,null,null,22413,-18000,6,null,null,null,samsung,SPH-L720,ANDROID50,1920,1080,1878294528,26380730368,en,2017-07-17 10:07:20 UTC,null,null,null,null,null,39.3903698,-94.2574061,null,45.0,null,null,null,null,null,398598144,0.18,1.0,Full,12901949440,52,371,null,null,null,null,null,133176074,13478780928,1479696384,United States,Missouri,null,9zhbp4gce1,4G,null
MOBILE,LTE,,2017-07-30 19:48:48 UTC,2017-07-30 19:49:13 UTC,4676,1,null,null,80,-14400,203,null,null,null,LGE,LGL62VL,ANDROID51,1280,720,936357888,36430446592,en,2017-07-30 19:49:13 UTC,null,null,null,null,null,39.2901713,-86.7715563,null,22.0,null,null,null,null,null,270966784,0.48,0.8899999856948853,Unplugged,31503564800,0,0,null,null,null,null,null,59703317,4926881792,665391104,United States,Indiana,null,dnfr92wcu4,4G,null
UNKNOWN,UNKNOWN,null,2017-06-04 20:46:14 UTC,2017-06-04 21:00:24 UTC,3201,1,null,null,436,-25200,null,null,null,null,LGE,LGUS990,ANDROID44,2560,1440,2998702080,26956431360,en,2017-06-04 21:00:24 UTC,null,null,null,null,null,42.31861269,-122.88791069,392.0,58.0,null,null,null,0.7902531623840332,66.4000015258789,1001172992,0.34,0.41999998688697815,Unplugged,11486703616,1896,1896,null,null,null,null,null,62537994,15469727744,1997529088,United States,Oregon,Medford,9r88exggb1,UNKNOWN,null
MOBILE,HSPAP,CLARO P.R.,2017-07-31 19:07:20 UTC,2017-07-31 19:07:44 UTC,1148915,41003,null,330,110,-14400,null,0,null,null,samsung,SM-G955F,ANDROID70,2008,1080,3623985152,57960366080,en,2017-07-31 19:07:44 UTC,null,null,null,null,null,18.3574067,-65.6260464,null,52.0,null,null,null,null,null,781012992,0.16,0.47999998927116394,Unplugged,42133078016,62,337,null,null,null,null,null,62275775,15827288064,2842972160,United States,Puerto Rico,Fajardo,de326tuedk,3G,null
MOBILE,LTE,Sprint,2017-07-24 01:27:20 UTC,2017-07-24 01:27:40 UTC,16163,208,null,null,4384,-14400,27,null,null,null,HTC,0PJA2,ANDROID70,1920,1080,2893676544,91779166208,en,2017-07-24 01:27:40 UTC,null,null,null,null,null,42.0432492,-86.5092404,154.0,12.0,null,null,null,12.529999732971191,90.0,819118080,0.29,0.5799999833106995,NotCharging,58481057792,232,438,null,null,null,null,null,637490831,33298108416,2074558464,United States,Michigan,null,dp6rpmtzst,4G,null
MOBILE,EVDOA,,2017-05-28 18:17:51 UTC,2017-05-28 18:20:04 UTC,855,2,null,null,228,-25200,null,null,null,null,LGE,LGL41C,ANDROID44,800,480,964886528,5409021952,en,2017-05-28 18:19:44 UTC,null,null,null,null,-84,35.1633973,-118.65360737,1203.0,19.0,null,null,null,null,null,177426432,0.42,0.8399999737739563,Unplugged,525099008,1118,1287,null,null,null,null,null,496906087,4883922944,787460096,United States,California,null,9q785cr1ds,3G,null
MOBILE,LTE,U.S. Cellular,2017-07-24 22:23:36 UTC,2017-07-24 22:23:39 UTC,226,40,null,null,1229,-18000,139,null,null,null,samsung,SM-G930R4,ANDROID70,2560,1440,3583090688,25999577088,en,2017-07-24 22:23:36 UTC,null,null,null,null,-87,42.2371199,-94.0096421,null,360.0,null,null,null,null,null,1167216640,0.8,0.7099999785423279,Unplugged,18641592320,0,0,-116,-12,26,null,32,608547378,7357984768,2415874048,United States,Iowa,null,9zt0kc0309,4G,null
UNKNOWN,UNKNOWN,null,2017-06-27 11:35:49 UTC,2017-06-27 11:46:56 UTC,15632189,37238,null,724,23,-10800,null,null,null,null,samsung,SM-J700M,ANDROID60,1280,720,1437175808,20337594368,pt,2017-06-27 11:46:56 UTC,null,null,null,null,null,37.6339918,-122.4338069,null,2500.0,null,null,null,null,null,211517440,0.59,0.9599999785423279,Unplugged,5683208192,67788,83365,null,null,null,null,null,298889871,14654386176,1225658368,United States,California,San Bruno,9q8yjgn3vs,UNKNOWN,null
MOBILE,UMTS,TELCEL,2017-06-13 01:18:45 UTC,2017-06-13 01:18:49 UTC,201789292,13079,null,334,20,-25200,null,null,null,null,samsung,SM-G532M,ANDROID60,960,540,1475375104,19202621440,es,2017-06-13 01:18:49 UTC,null,null,null,null,null,32.4904947,-114.7819332,null,25.792999267578125,null,null,null,null,null,498548736,0.45,0.3100000023841858,Unplugged,11538948096,0,0,null,null,null,null,null,108157339,7663673344,976826368,United States,Arizona,San Luis,9my2u4dqg5,3G,null
MOBILE,EVDOA,,2017-07-23 10:16:00 UTC,2017-07-23 10:17:32 UTC,4928,2,null,null,80,-14400,null,null,null,null,LGE,LGL34C,ANDROID44,480,320,435134464,5854584832,en,2017-07-23 10:17:32 UTC,null,null,null,null,null,40.04957712,-85.92533044,208.0,14.0,null,null,null,null,null,102375424,0.26,0.36000001430511475,Unplugged,4243787776,1343,1431,null,null,null,null,null,58299145,1610797056,332759040,United States,Indiana,null,dp4gudz1dw,3G,null
UNKNOWN,UNKNOWN,null,2017-05-22 22:47:31 UTC,2017-05-22 22:47:41 UTC,12480,7,null,null,12464,-25200,null,null,null,null,kyocera,C6730,ANDROID44,960,540,1427030016,7784759296,en,2017-05-22 22:47:41 UTC,null,null,null,null,null,33.12363199,-117.09078181,129.0,17.0,null,null,null,1.10819673538208,329.6000061035156,214278144,0.53,0.9700000286102295,Unplugged,1008001024,0,0,null,null,null,null,null,272213301,6776758272,1212751872,United States,California,Escondido,9musrtcp5h,UNKNOWN,null
UNKNOWN,UNKNOWN,null,2017-05-05 22:12:12 UTC,2017-05-05 22:12:15 UTC,null,124,null,null,22424,-18000,null,null,null,null,kyocera,C6730,ANDROID44,960,540,1427030016,5820022784,en,2017-05-05 22:12:15 UTC,null,null,null,null,null,41.76120823,-95.97039153,321.0,110.0,null,null,null,null,null,216760320,0.51,0.8799999952316284,Unplugged,2157813760,0,0,null,null,null,null,null,428929966,3662209024,1210269696,United States,Iowa,null,9z7v84kkxv,UNKNOWN,null
MOBILE,LTE,Verizon Wireless,2017-07-24 15:09:59 UTC,2017-07-24 16:28:07 UTC,1987,51,null,null,170,-14400,398,null,null,null,motorola,XT1060,ANDROID51,1280,720,1880641536,12756828160,en,2017-07-24 16:25:12 UTC,null,null,null,null,-74,37.3604421,-79.2025565,221.0,6.0,null,null,null,null,null,443129856,0.97,1.0,Full,2602651648,3364,7158,-101,-10,50,null,null,736244079,10154176512,1437511680,United States,Virginia,Lynchburg,dnxst9q2qe,4G,null
MOBILE,UNKNOWN,cricket,2017-06-27 01:11:44 UTC,2017-06-27 02:18:07 UTC,null,null,null,310,150,-14400,null,null,null,null,Apple,iPhone 6S Plus,IOS103,568,320,2081947648,31989477376,en,2017-06-27 01:30:28 UTC,null,null,33.0,null,null,38.251002,-85.755353,139.389526,65.0,10.0,5.582792,0.0,null,199.585938,338935808,0.019000000000000003,0.6100000143051147,Unplugged,452677632,20876,97790,null,null,null,null,null,5763070,31536799744,1743011840,United States,Kentucky,Louisville,dng18e6u5r,UNKNOWN,AT&T
MOBILE,EHRPD,SPRINT,2017-07-16 00:09:43 UTC,2017-07-16 00:14:33 UTC,43171,225,null,null,4153,-18000,null,null,null,null,kyocera,C6725,ANDROID44,960,540,1427030016,21743173632,en,2017-07-16 00:09:43 UTC,null,null,null,null,-125,43.73908136,-87.78153006,102.0,26.0,null,null,null,0.8209750652313232,355.1000061035156,352014336,1.0,0.8500000238418579,Unplugged,16282718208,880,880,null,null,null,null,null,72586295,5460455424,1075015680,United States,Wisconsin,null,dpc8f6rqw5,3G,null
MOBILE,LTE,Unknown,2017-07-07 20:33:44 UTC,2017-07-07 20:33:47 UTC,362,1,null,null,342,-18000,null,null,null,null,zte,Z963VL,ANDROID51,1920,1080,1948499968,26702475264,en,2017-07-07 20:33:47 UTC,null,null,null,null,null,34.895023,-94.8658189,null,50.0,null,null,null,null,null,387321856,0.62,0.1599999964237213,Unplugged,5186805760,5276,274500,null,null,null,null,null,486752,21515669504,1561178112,United States,Oklahoma,null,9yhw922y4p,4G,null
MOBILE,LTE,U.S. Cellular,2017-07-18 19:56:46 UTC,2017-07-18 19:56:51 UTC,27057,1,null,null,5908,-18000,294,null,null,null,motorola,Moto G Play,ANDROID60,1280,720,2007384064,11773280256,en,2017-07-18 19:56:51 UTC,null,null,null,null,null,35.8374605,-97.3743788,null,1997.0,null,null,null,null,null,648343552,0.36,0.25,Unplugged,7201763328,0,0,null,null,null,null,null,579033664,4571516928,1359040512,United States,Oklahoma,null,9y6gbhn0kd,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-21 12:43:42 UTC,2017-07-21 12:45:14 UTC,687,2,null,null,170,-14400,44,null,null,null,HTC,HTC6525LVW,ANDROID60,1920,1080,1911963648,58014380032,en,2017-07-21 12:45:14 UTC,null,null,null,null,null,37.2646597,-76.8745114,null,122.0,null,null,null,null,null,560386048,0.61,0.9399999976158142,NotCharging,36638699520,75270,229866,null,null,null,null,null,30080480,21375680512,1351577600,United States,Virginia,null,dq97fxvdqh,4G,null
UNKNOWN,UNKNOWN,null,2017-07-09 17:11:27 UTC,2017-07-09 17:12:29 UTC,24418,15,null,null,1320,-14400,null,null,null,null,zte,Z963U,ANDROID51,1920,1080,1948467200,139452153856,en,2017-07-09 17:12:29 UTC,null,null,null,null,null,44.4188563,-68.3335732,null,4675.0,null,null,null,null,null,347029504,0.47,0.8199999928474426,Unplugged,121933660160,0,0,null,null,null,null,null,135676854,17518493696,1601437696,United States,Maine,null,drzktn1n86,UNKNOWN,null
MOBILE,EVDOA,Sprint,2017-07-31 20:42:01 UTC,2017-07-31 20:42:16 UTC,48113,245,null,null,4186,-25200,null,null,null,null,HTC,2PS64,ANDROID70,2560,1440,3949228032,57645297664,en,2017-07-31 20:42:01 UTC,null,null,null,null,-85,46.3406129,-124.0544307,null,50.0,null,null,null,null,null,1519964160,0.22,0.7099999785423279,Charging,34880335872,0,0,null,null,null,null,null,154850356,22764961792,2429263872,United States,Washington,null,c0pz9h43dk,3G,null
MOBILE,EVDOA,Sprint,2017-05-25 23:59:09 UTC,2017-05-25 23:59:15 UTC,13811,308,null,null,22423,-18000,null,null,null,null,LGE,LG-LS995,ANDROID44,1280,720,1946132480,25896771584,en,2017-05-25 23:59:15 UTC,null,null,null,null,null,36.04872052,-95.95586234,231.0,40.0,null,null,null,1.5,158.5,487878656,0.61,0.699999988079071,Unplugged,743186432,0,0,null,null,null,null,null,26780040,25153585152,1458253824,United States,Oklahoma,Tulsa,9y7v06rp42,3G,null
MOBILE,UNKNOWN,Boost Mobile,2017-07-27 21:55:04 UTC,2017-07-27 21:55:17 UTC,null,6,null,null,4145,-25200,null,null,null,null,samsung,SM-J327P,ANDROID60,1280,720,1420816384,11179102208,en,2017-07-27 21:55:04 UTC,null,null,null,null,null,36.0931126,-115.0455681,null,50.0,null,null,null,null,null,197853184,0.7,0.44999998807907104,Unplugged,4471750656,0,0,null,null,null,null,null,16502225,6707351552,1222963200,United States,Nevada,null,9qqjq4d3eg,UNKNOWN,null
